h_id,DateTime,import_energy,export_energy
MAC001114,2013-09-02 00:00:00,0.0,0.0
MAC001114,2013-09-02 01:00:00,0.0,0.0
MAC001114,2013-09-02 02:00:00,0.0,0.0
MAC001114,2013-09-02 03:00:00,0.0,0.0
MAC001114,2013-09-02 04:00:00,0.0,0.0
MAC001114,2013-09-02 05:00:00,0.0,0.0
MAC001114,2013-09-02 06:00:00,0.0,0.0
MAC001114,2013-09-02 07:00:00,0.0,0.0
MAC001114,2013-09-02 08:00:00,0.0,0.0
MAC001114,2013-09-02 09:00:00,0.0,0.0
MAC001114,2013-09-02 10:00:00,0.0,1.6258869058914591
MAC001114,2013-09-02 11:00:00,0.0,1.8323430321311953
MAC001114,2013-09-02 12:00:00,0.0,1.727957876262665
MAC001114,2013-09-02 13:00:00,0.0,1.5231784797096248
MAC001114,2013-09-02 14:00:00,0.0,1.1427502994632721
MAC001114,2013-09-02 15:00:00,0.0,0.5530707511997223
MAC001114,2013-09-02 16:00:00,0.0,0.0
MAC001114,2013-09-02 17:00:00,0.0,0.0
MAC001114,2013-09-02 18:00:00,0.0,0.0
MAC001114,2013-09-02 19:00:00,0.0,0.0
MAC001114,2013-09-02 20:00:00,0.0,0.0
MAC001114,2013-09-02 21:00:00,0.0,0.0
MAC001114,2013-09-02 22:00:00,0.0,0.0
MAC001114,2013-09-02 23:00:00,0.0,0.0
MAC001114,2013-09-03 00:00:00,0.0,0.0
MAC001114,2013-09-03 01:00:00,0.0,0.0
MAC001114,2013-09-03 02:00:00,0.0,0.0
MAC001114,2013-09-03 03:00:00,0.0,0.0
MAC001114,2013-09-03 04:00:00,0.0,0.0
MAC001114,2013-09-03 05:00:00,0.0,0.0
MAC001114,2013-09-03 06:00:00,0.0,0.0
MAC001114,2013-09-03 07:00:00,0.0,0.0
MAC001114,2013-09-03 08:00:00,0.0,0.0
MAC001114,2013-09-03 09:00:00,0.0,0.0
MAC001114,2013-09-03 10:00:00,0.0,0.0
MAC001114,2013-09-03 11:00:00,0.0,0.0
MAC001114,2013-09-03 12:00:00,0.0,0.7214280012864174
MAC001114,2013-09-03 13:00:00,0.0,1.288107598876953
MAC001114,2013-09-03 14:00:00,0.0,0.5800927411556244
MAC001114,2013-09-03 15:00:00,0.0,0.6039906933307647
MAC001114,2013-09-03 16:00:00,0.0,0.14278296119689943
MAC001114,2013-09-03 17:00:00,0.0,0.0
MAC001114,2013-09-03 18:00:00,0.0,0.0
MAC001114,2013-09-03 19:00:00,0.0,0.0
MAC001114,2013-09-03 20:00:00,0.0,0.0
MAC001114,2013-09-03 21:00:00,0.0,0.0
MAC001114,2013-09-03 22:00:00,0.0,0.0
MAC001114,2013-09-03 23:00:00,0.0,0.0
MAC001114,2013-09-04 00:00:00,0.0,0.0
MAC001114,2013-09-04 01:00:00,0.0,0.0
MAC001114,2013-09-04 02:00:00,0.0,0.0
MAC001114,2013-09-04 03:00:00,0.0,0.0
MAC001114,2013-09-04 04:00:00,0.0,0.0
MAC001114,2013-09-04 05:00:00,0.0,0.0
MAC001114,2013-09-04 06:00:00,0.0,0.0
MAC001114,2013-09-04 07:00:00,0.0,0.0
MAC001114,2013-09-04 08:00:00,0.0,0.0
MAC001114,2013-09-04 09:00:00,0.0,1.1506550483899303
MAC001114,2013-09-04 10:00:00,0.0,1.6665000368881224
MAC001114,2013-09-04 11:00:00,0.0,1.8278515431642535
MAC001114,2013-09-04 12:00:00,0.0,1.7791215242195126
MAC001114,2013-09-04 13:00:00,0.0,1.5381851227903365
MAC001114,2013-09-04 14:00:00,0.0,1.1551701875066758
MAC001114,2013-09-04 15:00:00,0.0,0.617082663822174
MAC001114,2013-09-04 16:00:00,0.0,0.0
MAC001114,2013-09-04 17:00:00,0.0,0.0
MAC001114,2013-09-04 18:00:00,0.0,0.0
MAC001114,2013-09-04 19:00:00,0.0,0.0
MAC001114,2013-09-04 20:00:00,0.0,0.0
MAC001114,2013-09-04 21:00:00,0.0,0.0
MAC001114,2013-09-04 22:00:00,0.0,0.0
MAC001114,2013-09-04 23:00:00,0.0,0.0
MAC001114,2013-09-05 00:00:00,0.0,0.0
MAC001114,2013-09-05 01:00:00,0.0,0.0
MAC001114,2013-09-05 02:00:00,0.0,0.0
MAC001114,2013-09-05 03:00:00,0.0,0.0
MAC001114,2013-09-05 04:00:00,0.0,0.0
MAC001114,2013-09-05 05:00:00,0.0,0.0
MAC001114,2013-09-05 06:00:00,0.0,0.0
MAC001114,2013-09-05 07:00:00,0.0,0.0
MAC001114,2013-09-05 08:00:00,0.0,0.0
MAC001114,2013-09-05 09:00:00,0.0,0.3109681031686806
MAC001114,2013-09-05 10:00:00,0.0,1.5567209802150725
MAC001114,2013-09-05 11:00:00,0.0,1.540542264204025
MAC001114,2013-09-05 12:00:00,0.0,1.546662705039978
